booking_id,property_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
BK133710,16560,2024-07-15,2024-07-24,2024-07-26,4,RT1,Booking.com,3,Checked Out,4409.08,4409.08
BK133711,16560,2024-07-18,2024-07-24,2024-07-25,2,RT1,Tripster,3,Checked Out,4405.61,4405.61
BK133712,16560,2024-07-22,2024-07-24,2024-07-27,2,RT1,MakeMyTrip,5,Checked Out,4325.83,4325.83
BK133713,16560,2024-07-15,2024-07-24,2024-07-25,2,RT1,Booking.com,4,Checked Out,4294.26,4294.26
BK133714,16560,2024-07-21,2024-07-24,2024-07-25,2,RT1,Tripster,5,Checked Out,4701.03,4701.03
BK133715,16560,2024-07-15,2024-07-24,2024-07-25,2,RT1,JourneyHub,4,Checked Out,4382.71,4382.71
BK133716,16560,2024-07-21,2024-07-24,2024-07-26,3,RT1,MakeMyTrip,3,Checked Out,4353.52,4353.52
BK133717,16560,2024-07-16,2024-07-24,2024-07-25,4,RT1,Booking.com,5,Checked Out,4535.66,4535.66
BK133718,16560,2024-07-14,2024-07-24,2024-07-25,1,RT1,MakeMyTrip,3,Checked Out,4531.05,4531.05
BK133719,16560,2024-07-13,2024-07-24,2024-07-25,3,RT1,MakeMyTrip,4,Checked Out,4312.42,4312.42
BK133720,16560,2024-07-14,2024-07-24,2024-07-25,4,RT1,MakeMyTrip,4,Checked Out,4656.99,4656.99
BK133721,16560,2024-07-11,2024-07-24,2024-07-25,4,RT1,JourneyHub,2,Checked Out,4304.89,4304.89
BK133722,16560,2024-07-19,2024-07-24,2024-07-26,2,RT1,Direct Online,,Cancelled,4502.95,450.3
BK133723,16560,2024-07-19,2024-07-24,2024-07-26,4,RT1,Booking.com,,No Show,4396.25,2198.12
BK133724,16560,2024-07-13,2024-07-24,2024-07-25,3,RT1,MakeMyTrip,,Cancelled,4582.34,458.23
BK133725,16560,2024-07-13,2024-07-24,2024-07-25,2,RT1,Tripster,4,Checked Out,4716.89,4716.89
BK133726,16560,2024-07-19,2024-07-24,2024-07-27,2,RT1,Logtrip,4,Checked Out,4503.47,4503.47
BK133727,16560,2024-07-22,2024-07-24,2024-07-26,3,RT1,Tripster,1,Checked Out,4313.15,4313.15
BK133728,16560,2024-07-18,2024-07-24,2024-07-26,3,RT1,Booking.com,5,Checked Out,4311.48,4311.48
BK133729,16560,2024-07-22,2024-07-24,2024-07-26,1,RT1,Logtrip,5,Checked Out,4480.23,4480.23
BK133730,16560,2024-07-19,2024-07-24,2024-07-26,2,RT1,Booking.com,,Cancelled,4498.68,449.87
BK133731,16560,2024-07-20,2024-07-24,2024-07-26,4,RT1,Direct Online,5,Checked Out,4706.79,4706.79
BK133732,16560,2024-07-22,2024-07-24,2024-07-25,4,RT1,Logtrip,4,Checked Out,4429.34,4429.34
BK133733,16560,2024-07-11,2024-07-24,2024-07-25,1,RT1,Booking.com,,Cancelled,4584.44,458.44
BK133734,16560,2024-07-20,2024-07-24,2024-07-26,1,RT1,Direct Online,4,Checked Out,4402.52,4402.52
BK133735,16560,2024-07-18,2024-07-24,2024-07-26,4,RT2,Booking.com,3,Checked Out,7416.32,7416.32
BK133736,16560,2024-07-18,2024-07-24,2024-07-27,3,RT2,Tripster,1,Checked Out,7509.14,7509.14
BK133737,16560,2024-07-20,2024-07-24,2024-07-26,4,RT2,JourneyHub,4,Checked Out,7534.74,7534.74
BK133738,16560,2024-07-23,2024-07-24,2024-07-26,1,RT2,Tripster,,Cancelled,7397.7,739.77
BK133739,16560,2024-07-22,2024-07-24,2024-07-27,4,RT2,MakeMyTrip,,No Show,7151.42,3575.71
BK133740,16560,2024-07-11,2024-07-24,2024-07-27,1,RT2,Tripster,4,Checked Out,7183.04,7183.04
BK133741,16560,2024-07-12,2024-07-24,2024-07-26,3,RT2,Booking.com,5,Checked Out,7179.07,7179.07
BK133742,16560,2024-07-10,2024-07-24,2024-07-26,4,RT2,MakeMyTrip,,Cancelled,7840.09,784.01
BK133743,16560,2024-07-19,2024-07-24,2024-07-25,2,RT2,Direct Online,4,Checked Out,7544.85,7544.85
BK133744,16560,2024-07-20,2024-07-24,2024-07-25,1,RT2,Direct Online,2,Checked Out,7457.03,7457.03
BK133745,16560,2024-07-21,2024-07-24,2024-07-25,4,RT2,Logtrip,4,Checked Out,7503.96,7503.96
BK133746,16560,2024-07-16,2024-07-24,2024-07-26,3,RT2,MakeMyTrip,3,Checked Out,7857.14,7857.14
BK133747,16560,2024-07-17,2024-07-24,2024-07-27,3,RT2,MakeMyTrip,4,Checked Out,7328.54,7328.54
BK133748,16560,2024-07-12,2024-07-24,2024-07-25,3,RT2,Logtrip,,Cancelled,7417.42,741.74
BK133749,16560,2024-07-13,2024-07-24,2024-07-27,4,RT3,Booking.com,,Cancelled,11488.44,1148.84
BK133750,16560,2024-07-10,2024-07-24,2024-07-27,2,RT3,Tripster,2,Checked Out,10675.68,10675.68
BK133751,16560,2024-07-14,2024-07-24,2024-07-26,4,RT3,Logtrip,3,Checked Out,11248.02,11248.02
BK133752,16560,2024-07-14,2024-07-24,2024-07-27,3,RT3,Booking.com,4,Checked Out,10490.52,10490.52
BK133753,16560,2024-07-12,2024-07-24,2024-07-26,3,RT3,Direct Offline,,Cancelled,11247.38,1124.74
BK133754,16560,2024-07-23,2024-07-24,2024-07-26,4,RT3,Tripster,2,Checked Out,10460.01,10460.01
BK133755,16560,2024-07-15,2024-07-24,2024-07-27,1,RT4,Booking.com,,No Show,18445.81,9222.91
BK133756,16560,2024-07-18,2024-07-24,2024-07-26,1,RT4,Logtrip,1,Checked Out,18801.17,18801.17
BK133757,16561,2024-07-12,2024-07-24,2024-07-25,1,RT1,MakeMyTrip,4,Checked Out,4356.06,4356.06
BK133758,16561,2024-07-15,2024-07-24,2024-07-26,2,RT1,MakeMyTrip,4,Checked Out,4306.43,4306.43
BK133759,16561,2024-07-16,2024-07-24,2024-07-26,3,RT1,Logtrip,,Cancelled,4514.82,451.48
BK133760,16561,2024-07-10,2024-07-24,2024-07-27,2,RT1,Booking.com,4,Checked Out,4505.41,4505.41
BK133761,16561,2024-07-14,2024-07-24,2024-07-26,4,RT1,MakeMyTrip,,Cancelled,4586.08,458.61
BK133762,16561,2024-07-20,2024-07-24,2024-07-27,3,RT1,MakeMyTrip,4,Checked Out,4424.04,4424.04
BK133763,16561,2024-07-22,2024-07-24,2024-07-26,3,RT1,Booking.com,,Cancelled,4559.86,455.99
BK133764,16561,2024-07-17,2024-07-24,2024-07-27,1,RT1,Tripster,,Cancelled,4372.03,437.2
BK133765,16561,2024-07-21,2024-07-24,2024-07-26,4,RT1,Direct Offline,3,Checked Out,4429.84,4429.84
BK133766,16561,2024-07-17,2024-07-24,2024-07-26,4,RT1,MakeMyTrip,,Cancelled,4314.34,431.43
BK133767,16561,2024-07-21,2024-07-24,2024-07-27,3,RT1,Direct Online,2,Checked Out,4625.02,4625.02
BK133768,16561,2024-07-12,2024-07-24,2024-07-27,4,RT1,Logtrip,,Cancelled,4402.25,440.23
BK133769,16561,2024-07-11,2024-07-24,2024-07-25,1,RT1,MakeMyTrip,1,Checked Out,4614.36,4614.36
BK133770,16561,2024-07-20,2024-07-24,2024-07-26,4,RT1,Booking.com,4,Checked Out,4680.62,4680.62
BK133771,16561,2024-07-13,2024-07-24,2024-07-27,2,RT1,Booking.com,4,Checked Out,4518.26,4518.26
BK133772,16561,2024-07-21,2024-07-24,2024-07-27,3,RT1,MakeMyTrip,,Cancelled,4592.17,459.22
BK133773,16561,2024-07-20,2024-07-24,2024-07-27,4,RT1,Logtrip,4,Checked Out,4713.95,4713.95
BK133774,16561,2024-07-10,2024-07-24,2024-07-27,3,RT1,Direct Online,4,Checked Out,4372.37,4372.37
BK133775,16561,2024-07-18,2024-07-24,2024-07-25,3,RT2,Booking.com,4,Checked Out,7710.29,7710.29
BK133776,16561,2024-07-22,2024-07-24,2024-07-25,2,RT2,MakeMyTrip,5,Checked Out,7219.61,7219.61
BK133777,16561,2024-07-17,2024-07-24,2024-07-25,1,RT2,Tripster,5,Checked Out,7514.71,7514.71
BK133778,16561,2024-07-22,2024-07-24,2024-07-26,1,RT2,Booking.com,,Cancelled,7607.09,760.71
BK133779,16561,2024-07-18,2024-07-24,2024-07-25,2,RT2,Logtrip,,No Show,7223.24,3611.62
BK133780,16561,2024-07-17,2024-07-24,2024-07-25,3,RT2,Tripster,2,Checked Out,7545.02,7545.02
BK133781,16561,2024-07-23,2024-07-24,2024-07-26,1,RT2,Direct Offline,3,Checked Out,7183.3,7183.3
BK133782,16561,2024-07-22,2024-07-24,2024-07-27,4,RT2,Tripster,5,Checked Out,7392.91,7392.91
BK133783,16561,2024-07-16,2024-07-24,2024-07-25,1,RT2,JourneyHub,4,Checked Out,7417.81,7417.81
BK133784,16561,2024-07-16,2024-07-24,2024-07-27,3,RT2,Direct Offline,5,Checked Out,7757.33,7757.33
BK133785,16561,2024-07-15,2024-07-24,2024-07-27,4,RT2,Booking.com,5,Checked Out,7695.15,7695.15
BK133786,16561,2024-07-19,2024-07-24,2024-07-25,1,RT2,Logtrip,,Cancelled,7821.99,782.2
BK133787,16561,2024-07-20,2024-07-24,2024-07-25,4,RT2,JourneyHub,2,Checked Out,7503.36,7503.36
BK133788,16561,2024-07-15,2024-07-24,2024-07-25,1,RT2,Tripster,5,Checked Out,7501.65,7501.65
BK133789,16561,2024-07-21,2024-07-24,2024-07-27,1,RT2,Booking.com,,Cancelled,7833.04,783.3
BK133790,16561,2024-07-14,2024-07-24,2024-07-27,1,RT3,MakeMyTrip,5,Checked Out,11176.03,11176.03
BK133791,16561,2024-07-15,2024-07-24,2024-07-26,2,RT3,MakeMyTrip,3,Checked Out,11149.28,11149.28
BK133792,16561,2024-07-23,2024-07-24,2024-07-25,1,RT3,MakeMyTrip,3,Checked Out,11449.72,11449.72
BK133793,16561,2024-07-18,2024-07-24,2024-07-25,2,RT3,Booking.com,,Cancelled,11264.87,1126.49
BK133794,16561,2024-07-10,2024-07-24,2024-07-27,2,RT3,Logtrip,,Cancelled,10650.4,1065.04
BK133795,16561,2024-07-17,2024-07-24,2024-07-26,3,RT3,MakeMyTrip,,No Show,10525.07,5262.53
BK133796,16561,2024-07-10,2024-07-24,2024-07-26,4,RT3,MakeMyTrip,,Cancelled,11295.09,1129.51
BK133797,16561,2024-07-22,2024-07-24,2024-07-25,3,RT3,Direct Online,4,Checked Out,10635.18,10635.18
BK133798,16561,2024-07-17,2024-07-24,2024-07-25,3,RT3,Booking.com,,Cancelled,11164.67,1116.47
BK133799,16561,2024-07-12,2024-07-24,2024-07-27,1,RT4,Booking.com,4,Checked Out,18115.21,18115.21
BK133800,16561,2024-07-12,2024-07-24,2024-07-26,3,RT4,Booking.com,,Cancelled,18221.7,1822.17
BK133801,16561,2024-07-16,2024-07-24,2024-07-25,4,RT4,MakeMyTrip,4,Checked Out,18173.47,18173.47
BK133802,16562,2024-07-20,2024-07-24,2024-07-27,3,RT1,Direct Offline,3,Checked Out,4609.11,4609.11
BK133803,16562,2024-07-19,2024-07-24,2024-07-26,3,RT1,Direct Online,4,Checked Out,4400.48,4400.48
BK133804,16562,2024-07-16,2024-07-24,2024-07-27,4,RT1,MakeMyTrip,4,Checked Out,4668.21,4668.21
BK133805,16562,2024-07-23,2024-07-24,2024-07-25,4,RT1,Booking.com,4,Checked Out,4568.4,4568.4
BK133806,16562,2024-07-11,2024-07-24,2024-07-25,3,RT1,Tripster,4,Checked Out,4693.83,4693.83
BK133807,16562,2024-07-10,2024-07-24,2024-07-25,3,RT1,MakeMyTrip,,Cancelled,4560.16,456.02
BK133808,16562,2024-07-10,2024-07-24,2024-07-26,1,RT1,Logtrip,5,Checked Out,4521.5,4521.5
BK133809,16562,2024-07-22,2024-07-24,2024-07-26,2,RT1,MakeMyTrip,4,Checked Out,4694.81,4694.81
BK133810,16562,2024-07-21,2024-07-24,2024-07-25,2,RT1,Direct Offline,4,Checked Out,4288.02,4288.02
BK133811,16562,2024-07-21,2024-07-24,2024-07-26,2,RT1,Tripster,5,Checked Out,4344.16,4344.16
BK133812,16562,2024-07-18,2024-07-24,2024-07-27,4,RT1,Logtrip,,Cancelled,4422.64,442.26
BK133813,16562,2024-07-14,2024-07-24,2024-07-27,4,RT1,Booking.com,4,Checked Out,4607.3,4607.3
BK133814,16562,2024-07-11,2024-07-24,2024-07-25,1,RT1,Booking.com,5,Checked Out,4638.38,4638.38
BK133815,16562,2024-07-11,2024-07-24,2024-07-25,3,RT1,Booking.com,,Cancelled,4616.76,461.68
BK133816,16562,2024-07-15,2024-07-24,2024-07-25,4,RT1,Direct Online,5,Checked Out,4528.0,4528.0
BK133817,16562,2024-07-21,2024-07-24,2024-07-27,4,RT1,Booking.com,4,Checked Out,4534.41,4534.41
BK133818,16562,2024-07-19,2024-07-24,2024-07-26,3,RT1,Booking.com,,Cancelled,4556.38,455.64
BK133819,16562,2024-07-17,2024-07-24,2024-07-26,3,RT1,MakeMyTrip,,Cancelled,4582.85,458.29
BK133820,16562,2024-07-21,2024-07-24,2024-07-26,1,RT1,Direct Offline,2,Checked Out,4723.3,4723.3
BK133821,16562,2024-07-15,2024-07-24,2024-07-26,3,RT2,Tripster,,Cancelled,7716.18,771.62
BK133822,16562,2024-07-15,2024-07-24,2024-07-27,4,RT2,MakeMyTrip,3,Checked Out,7154.48,7154.48
BK133823,16562,2024-07-11,2024-07-24,2024-07-27,3,RT2,Booking.com,3,Checked Out,7443.67,7443.67
BK133824,16562,2024-07-22,2024-07-24,2024-07-25,4,RT2,MakeMyTrip,,No Show,7669.03,3834.51
BK133825,16562,2024-07-23,2024-07-24,2024-07-27,2,RT2,Booking.com,3,Checked Out,7801.26,7801.26
BK133826,16562,2024-07-13,2024-07-24,2024-07-27,2,RT2,Booking.com,1,Checked Out,7836.61,7836.61
BK133827,16562,2024-07-12,2024-07-24,2024-07-26,3,RT2,MakeMyTrip,4,Checked Out,7311.35,7311.35
BK133828,16562,2024-07-21,2024-07-24,2024-07-27,1,RT2,MakeMyTrip,4,Checked Out,7142.88,7142.88
BK133829,16562,2024-07-10,2024-07-24,2024-07-27,1,RT2,MakeMyTrip,,Cancelled,7320.6,732.06
BK133830,16562,2024-07-12,2024-07-24,2024-07-25,3,RT2,Direct Online,4,Checked Out,7213.76,7213.76
BK133831,16562,2024-07-19,2024-07-24,2024-07-25,1,RT2,MakeMyTrip,,Cancelled,7185.5,718.55
BK133832,16562,2024-07-19,2024-07-24,2024-07-26,4,RT3,Booking.com,,Cancelled,11517.41,1151.74
BK133833,16562,2024-07-21,2024-07-24,2024-07-25,4,RT3,JourneyHub,4,Checked Out,10748.84,10748.84
BK133834,16562,2024-07-12,2024-07-24,2024-07-26,4,RT3,Booking.com,3,Checked Out,10620.97,10620.97
BK133835,16562,2024-07-22,2024-07-24,2024-07-26,3,RT3,MakeMyTrip,5,Checked Out,10658.86,10658.86
BK133836,16562,2024-07-12,2024-07-24,2024-07-25,3,RT3,Booking.com,3,Checked Out,10683.96,10683.96
BK133837,16562,2024-07-15,2024-07-24,2024-07-25,3,RT3,Booking.com,4,Checked Out,11021.7,11021.7
BK133838,16562,2024-07-20,2024-07-24,2024-07-27,4,RT3,Booking.com,,Cancelled,10736.7,1073.67
BK133839,16562,2024-07-21,2024-07-24,2024-07-27,1,RT3,MakeMyTrip,,No Show,11134.45,5567.23
BK133840,16562,2024-07-15,2024-07-24,2024-07-27,1,RT3,Direct Offline,5,Checked Out,11125.18,11125.18
BK133841,16562,2024-07-22,2024-07-24,2024-07-26,2,RT3,JourneyHub,4,Checked Out,11426.43,11426.43
BK133842,16562,2024-07-23,2024-07-24,2024-07-25,1,RT3,MakeMyTrip,3,Checked Out,10831.58,10831.58
BK133843,16562,2024-07-17,2024-07-24,2024-07-26,4,RT4,Direct Offline,4,Checked Out,19035.95,19035.95
BK133844,16562,2024-07-11,2024-07-24,2024-07-26,4,RT4,MakeMyTrip,,Cancelled,17577.54,1757.75
BK133845,16562,2024-07-16,2024-07-24,2024-07-25,1,RT4,Logtrip,3,Checked Out,18814.23,18814.23
BK133846,16563,2024-07-14,2024-07-24,2024-07-25,4,RT1,Logtrip,,Cancelled,4416.82,441.68
BK133847,16563,2024-07-16,2024-07-24,2024-07-25,2,RT1,Direct Offline,4,Checked Out,4675.72,4675.72
BK133848,16563,2024-07-21,2024-07-24,2024-07-25,2,RT1,Booking.com,,No Show,4357.89,2178.95
BK133849,16563,2024-07-16,2024-07-24,2024-07-26,1,RT1,MakeMyTrip,4,Checked Out,4573.88,4573.88
BK133850,16563,2024-07-10,2024-07-24,2024-07-26,1,RT1,MakeMyTrip,5,Checked Out,4506.1,4506.1
BK133851,16563,2024-07-10,2024-07-24,2024-07-25,2,RT1,MakeMyTrip,,Cancelled,4403.61,440.36
BK133852,16563,2024-07-17,2024-07-24,2024-07-25,2,RT1,Booking.com,,Cancelled,4655.63,465.56
BK133853,16563,2024-07-13,2024-07-24,2024-07-26,2,RT1,MakeMyTrip,4,Checked Out,4392.17,4392.17
BK133854,16563,2024-07-21,2024-07-24,2024-07-27,1,RT1,Logtrip,5,Checked Out,4487.68,4487.68
BK133855,16563,2024-07-23,2024-07-24,2024-07-27,4,RT1,MakeMyTrip,,Cancelled,4371.32,437.13
BK133856,16563,2024-07-13,2024-07-24,2024-07-27,1,RT1,Tripster,4,Checked Out,4430.34,4430.34
BK133857,16563,2024-07-10,2024-07-24,2024-07-25,3,RT1,Tripster,,Cancelled,4370.47,437.05
BK133858,16563,2024-07-20,2024-07-24,2024-07-27,4,RT1,Direct Offline,5,Checked Out,4419.64,4419.64
BK133859,16563,2024-07-12,2024-07-24,2024-07-27,2,RT1,Tripster,4,Checked Out,4433.64,4433.64
BK133860,16563,2024-07-23,2024-07-24,2024-07-27,3,RT1,Booking.com,,Cancelled,4591.41,459.14
BK133861,16563,2024-07-23,2024-07-24,2024-07-27,1,RT1,MakeMyTrip,,Cancelled,4690.4,469.04
BK133862,16563,2024-07-19,2024-07-24,2024-07-26,4,RT1,Logtrip,5,Checked Out,4419.41,4419.41
BK133863,16563,2024-07-11,2024-07-24,2024-07-26,1,RT1,Booking.com,5,Checked Out,4462.31,4462.31
BK133864,16563,2024-07-13,2024-07-24,2024-07-27,2,RT2,Booking.com,5,Checked Out,7266.5,7266.5
BK133865,16563,2024-07-13,2024-07-24,2024-07-26,2,RT2,Logtrip,,Cancelled,7786.66,778.67
BK133866,16563,2024-07-11,2024-07-24,2024-07-25,3,RT2,Direct Online,5,Checked Out,7812.41,7812.41
BK133867,16563,2024-07-14,2024-07-24,2024-07-25,3,RT2,Booking.com,5,Checked Out,7480.29,7480.29
BK133868,16563,2024-07-22,2024-07-24,2024-07-27,4,RT2,Booking.com,1,Checked Out,7757.27,7757.27
BK133869,16563,2024-07-22,2024-07-24,2024-07-27,4,RT2,JourneyHub,4,Checked Out,7551.16,7551.16
BK133870,16563,2024-07-13,2024-07-24,2024-07-26,2,RT2,Booking.com,,Cancelled,7533.92,753.39
BK133871,16563,2024-07-22,2024-07-24,2024-07-26,4,RT2,Logtrip,3,Checked Out,7213.03,7213.03
BK133872,16563,2024-07-18,2024-07-24,2024-07-27,4,RT2,Booking.com,,Cancelled,7659.35,765.94
BK133873,16563,2024-07-16,2024-07-24,2024-07-27,4,RT2,Booking.com,5,Checked Out,7175.67,7175.67
BK133874,16563,2024-07-23,2024-07-24,2024-07-25,1,RT3,Direct Online,4,Checked Out,10828.6,10828.6
BK133875,16563,2024-07-13,2024-07-24,2024-07-27,3,RT3,MakeMyTrip,4,Checked Out,11024.11,11024.11
BK133876,16563,2024-07-16,2024-07-24,2024-07-25,4,RT3,Booking.com,,Cancelled,11135.94,1113.59
BK133877,16563,2024-07-18,2024-07-24,2024-07-26,1,RT3,MakeMyTrip,,Cancelled,10753.38,1075.34
BK133878,16563,2024-07-20,2024-07-24,2024-07-26,4,RT4,Tripster,4,Checked Out,18276.18,18276.18
BK133879,16563,2024-07-19,2024-07-24,2024-07-27,4,RT4,MakeMyTrip,4,Checked Out,18893.89,18893.89
BK133880,17558,2024-07-23,2024-07-24,2024-07-27,1,RT1,Direct Online,2,Checked Out,4630.87,4630.87
BK133881,17558,2024-07-13,2024-07-24,2024-07-26,2,RT1,MakeMyTrip,5,Checked Out,4601.45,4601.45
BK133882,17558,2024-07-16,2024-07-24,2024-07-25,2,RT1,MakeMyTrip,,Cancelled,4305.51,430.55
BK133883,17558,2024-07-21,2024-07-24,2024-07-26,4,RT1,Direct Online,5,Checked Out,4580.72,4580.72
BK133884,17558,2024-07-18,2024-07-24,2024-07-27,2,RT1,Booking.com,,Cancelled,4327.71,432.77
BK133885,17558,2024-07-12,2024-07-24,2024-07-25,2,RT1,MakeMyTrip,4,Checked Out,4311.21,4311.21
BK133886,17558,2024-07-18,2024-07-24,2024-07-26,3,RT1,Logtrip,3,Checked Out,4417.1,4417.1
BK133887,17558,2024-07-15,2024-07-24,2024-07-25,2,RT1,Tripster,3,Checked Out,4356.55,4356.55
BK133888,17558,2024-07-17,2024-07-24,2024-07-27,1,RT1,JourneyHub,,Cancelled,4555.77,455.58
BK133889,17558,2024-07-21,2024-07-24,2024-07-26,2,RT1,Booking.com,,Cancelled,4549.39,454.94
BK133890,17558,2024-07-18,2024-07-24,2024-07-27,2,RT1,Logtrip,4,Checked Out,4529.59,4529.59
BK133891,17558,2024-07-16,2024-07-24,2024-07-25,3,RT1,Booking.com,4,Checked Out,4316.47,4316.47
BK133892,17558,2024-07-17,2024-07-24,2024-07-27,3,RT1,Logtrip,,No Show,4669.9,2334.95
BK133893,17558,2024-07-17,2024-07-24,2024-07-26,4,RT1,Booking.com,,No Show,4679.0,2339.5
BK133894,17558,2024-07-16,2024-07-24,2024-07-26,3,RT1,Direct Online,4,Checked Out,4328.51,4328.51
BK133895,17558,2024-07-12,2024-07-24,2024-07-26,2,RT2,Booking.com,,Cancelled,7370.15,737.01
BK133896,17558,2024-07-10,2024-07-24,2024-07-26,3,RT2,Direct Offline,3,Checked Out,7157.12,7157.12
BK133897,17558,2024-07-13,2024-07-24,2024-07-26,4,RT2,MakeMyTrip,4,Checked Out,7468.85,7468.85
BK133898,17558,2024-07-20,2024-07-24,2024-07-26,2,RT2,MakeMyTrip,5,Checked Out,7189.96,7189.96
BK133899,17558,2024-07-11,2024-07-24,2024-07-27,1,RT2,Booking.com,2,Checked Out,7355.71,7355.71
BK133900,17558,2024-07-22,2024-07-24,2024-07-25,4,RT2,Booking.com,,Cancelled,7789.14,778.91
BK133901,17558,2024-07-19,2024-07-24,2024-07-26,3,RT2,MakeMyTrip,3,Checked Out,7289.15,7289.15
BK133902,17558,2024-07-23,2024-07-24,2024-07-26,1,RT2,Booking.com,,No Show,7827.9,3913.95
BK133903,17558,2024-07-13,2024-07-24,2024-07-26,2,RT2,Logtrip,4,Checked Out,7316.32,7316.32
BK133904,17558,2024-07-13,2024-07-24,2024-07-27,3,RT3,MakeMyTrip,4,Checked Out,10744.94,10744.94
BK133905,17558,2024-07-11,2024-07-24,2024-07-25,3,RT3,Booking.com,,Cancelled,10538.58,1053.86
BK133906,17558,2024-07-10,2024-07-24,2024-07-27,2,RT3,MakeMyTrip,4,Checked Out,11499.78,11499.78
BK133907,17558,2024-07-19,2024-07-24,2024-07-27,2,RT3,Direct Offline,5,Checked Out,11229.99,11229.99
BK133908,17558,2024-07-15,2024-07-24,2024-07-27,3,RT3,Tripster,5,Checked Out,10933.26,10933.26
BK133909,17558,2024-07-14,2024-07-24,2024-07-25,1,RT3,MakeMyTrip,,Cancelled,10902.43,1090.24
BK133910,17558,2024-07-15,2024-07-24,2024-07-27,1,RT4,MakeMyTrip,1,Checked Out,18680.03,18680.03
BK133911,17558,2024-07-10,2024-07-24,2024-07-27,3,RT4,Booking.com,5,Checked Out,19309.92,19309.92
BK133912,17558,2024-07-15,2024-07-24,2024-07-26,1,RT4,Logtrip,5,Checked Out,18632.22,18632.22
BK133913,17559,2024-07-18,2024-07-24,2024-07-25,1,RT1,Booking.com,2,Checked Out,4452.6,4452.6
BK133914,17559,2024-07-16,2024-07-24,2024-07-27,3,RT1,Direct Offline,5,Checked Out,4363.07,4363.07
BK133915,17559,2024-07-23,2024-07-24,2024-07-27,4,RT1,Direct Offline,2,Checked Out,4624.08,4624.08
BK133916,17559,2024-07-14,2024-07-24,2024-07-27,1,RT1,Booking.com,,Cancelled,4690.36,469.04
BK133917,17559,2024-07-14,2024-07-24,2024-07-25,2,RT1,Booking.com,4,Checked Out,4689.22,4689.22
BK133918,17559,2024-07-13,2024-07-24,2024-07-25,4,RT1,Logtrip,3,Checked Out,4463.3,4463.3
BK133919,17559,2024-07-10,2024-07-24,2024-07-26,3,RT1,MakeMyTrip,5,Checked Out,4402.48,4402.48
BK133920,17559,2024-07-20,2024-07-24,2024-07-26,3,RT1,Booking.com,,Cancelled,4587.16,458.72
BK133921,17559,2024-07-16,2024-07-24,2024-07-26,1,RT1,Logtrip,2,Checked Out,4301.92,4301.92
BK133922,17559,2024-07-21,2024-07-24,2024-07-26,4,RT1,MakeMyTrip,3,Checked Out,4416.29,4416.29
BK133923,17559,2024-07-20,2024-07-24,2024-07-27,3,RT1,Logtrip,2,Checked Out,4331.28,4331.28
BK133924,17559,2024-07-12,2024-07-24,2024-07-27,4,RT1,Tripster,5,Checked Out,4336.46,4336.46
BK133925,17559,2024-07-16,2024-07-24,2024-07-25,2,RT1,MakeMyTrip,5,Checked Out,4684.51,4684.51
BK133926,17559,2024-07-12,2024-07-24,2024-07-27,2,RT1,MakeMyTrip,4,Checked Out,4508.92,4508.92
BK133927,17559,2024-07-18,2024-07-24,2024-07-27,4,RT1,Direct Online,3,Checked Out,4549.19,4549.19
BK133928,17559,2024-07-22,2024-07-24,2024-07-25,1,RT1,Logtrip,,Cancelled,4700.75,470.08
BK133929,17559,2024-07-23,2024-07-24,2024-07-26,1,RT1,Booking.com,4,Checked Out,4413.56,4413.56
BK133930,17559,2024-07-22,2024-07-24,2024-07-27,3,RT1,Logtrip,4,Checked Out,4476.44,4476.44
BK133931,17559,2024-07-20,2024-07-24,2024-07-27,2,RT1,Direct Online,,Cancelled,4590.18,459.02
BK133932,17559,2024-07-14,2024-07-24,2024-07-26,4,RT1,MakeMyTrip,5,Checked Out,4285.87,4285.87
BK133933,17559,2024-07-21,2024-07-24,2024-07-25,3,RT1,Direct Offline,4,Checked Out,4545.98,4545.98
BK133934,17559,2024-07-21,2024-07-24,2024-07-27,3,RT1,Booking.com,4,Checked Out,4340.72,4340.72
BK133935,17559,2024-07-10,2024-07-24,2024-07-25,3,RT2,Booking.com,,Cancelled,7780.63,778.06
BK133936,17559,2024-07-17,2024-07-24,2024-07-26,3,RT2,Direct Offline,,Cancelled,7581.68,758.17
BK133937,17559,2024-07-13,2024-07-24,2024-07-25,4,RT2,Direct Online,3,Checked Out,7352.16,7352.16
BK133938,17559,2024-07-19,2024-07-24,2024-07-25,2,RT2,JourneyHub,4,Checked Out,7539.69,7539.69
BK133939,17559,2024-07-15,2024-07-24,2024-07-27,1,RT2,Direct Offline,3,Checked Out,7444.54,7444.54
BK133940,17559,2024-07-15,2024-07-24,2024-07-27,2,RT2,Logtrip,4,Checked Out,7771.61,7771.61
BK133941,17559,2024-07-22,2024-07-24,2024-07-27,2,RT2,MakeMyTrip,5,Checked Out,7572.81,7572.81
BK133942,17559,2024-07-21,2024-07-24,2024-07-26,4,RT2,Logtrip,4,Checked Out,7331.02,7331.02
BK133943,17559,2024-07-19,2024-07-24,2024-07-26,1,RT2,Direct Offline,5,Checked Out,7271.82,7271.82
BK133944,17559,2024-07-19,2024-07-24,2024-07-25,2,RT2,Logtrip,5,Checked Out,7193.49,7193.49
